"Number","Name","Class","Position","Hometown","Team","Simple.Hometown","Label","Lon","Lat","Season"
11,"Adam Durkee","SO","F","Nederland, Colorado","Sacred Heart","nederland colorado","Sacred Heart: 11 Adam Durkee - Nederland, Colorado (SO-F)",-105.5108312,39.9613759,20162017
12,"Stephen Hladin","SO","F","Mississauga, Ontario","Sacred Heart","mississauga ontario","Sacred Heart: 12 Stephen Hladin - Mississauga, Ontario (SO-F)",-79.6441198,43.5890452,20162017
13,"Jason Cotton","SO","F","Parker, Texas","Sacred Heart","parker texas","Sacred Heart: 13 Jason Cotton - Parker, Texas (SO-F)",-96.6219376,33.0553975,20162017
14,"Nick Lotito","SR","F","Staten Island, New York","Sacred Heart","staten island new york","Sacred Heart: 14 Nick Lotito - Staten Island, New York (SR-F)",-74.1502007,40.5795317,20162017
15,"Zach De Concilys","SO","F","St. Catherines, Ontario","Sacred Heart","st catherines ontario","Sacred Heart: 15 Zach De Concilys - St. Catherines, Ontario (SO-F)",-79.2468626,43.1593745,20162017
16,"Mitch Nylen","SR","D","Lawrenceville, Georgia","Sacred Heart","lawrenceville georgia","Sacred Heart: 16 Mitch Nylen - Lawrenceville, Georgia (SR-D)",-83.9879625,33.9562149,20162017
17,"Justin Danforth","SR","F","Oshawa, Ontario","Sacred Heart","oshawa ontario","Sacred Heart: 17 Justin Danforth - Oshawa, Ontario (SR-F)",-78.8657912,43.8970929,20162017
18,"Spencer Graboski","SR","F","Quesnel, British Columbia","Sacred Heart","quesnel british columbia","Sacred Heart: 18 Spencer Graboski - Quesnel, British Columbia (SR-F)",-122.4949058,52.9817372,20162017
19,"Kory Kennedy","JR","F","Midhurst, Ontario","Sacred Heart","midhurst ontario","Sacred Heart: 19 Kory Kennedy - Midhurst, Ontario (JR-F)",-79.7302158,44.4471375,20162017
20,"Vito Bavaro","FR","F","Sarasota, Florida","Sacred Heart","sarasota florida","Sacred Heart: 20 Vito Bavaro - Sarasota, Florida (FR-F)",-82.5306527,27.3364347,20162017
21,"Zach Tsekos","FR","F","Montr<U+FFFD>al, Quebec","Sacred Heart","montreal quebec","Sacred Heart: 21 Zach Tsekos - Montr<U+FFFD>al, Quebec (FR-F)",-73.567256,45.5016889,20162017
22,"Mike Crocock","SO","D","Scotland, Ontario","Sacred Heart","scotland ontario","Sacred Heart: 22 Mike Crocock - Scotland, Ontario (SO-D)",-80.3751682,43.0252588,20162017
23,"Jordan Minello","SR","F","Sweaburg, Ontario","Sacred Heart","sweaburg ontario","Sacred Heart: 23 Jordan Minello - Sweaburg, Ontario (SR-F)",-80.759614,43.067233,20162017
24,"Hunter Fargey","FR","F","Belleville, Ontario","Sacred Heart","belleville ontario","Sacred Heart: 24 Hunter Fargey - Belleville, Ontario (FR-F)",-77.3832315,44.1627589,20162017
25,"Austin McIlmurray","FR","F","Coral Springs, Florida","Sacred Heart","coral springs florida","Sacred Heart: 25 Austin McIlmurray - Coral Springs, Florida (FR-F)",-80.2706044,26.271192,20162017
26,"Evan Jasper","SR","F","Whitby, Ontario","Sacred Heart","whitby ontario","Sacred Heart: 26 Evan Jasper - Whitby, Ontario (SR-F)",-78.9429329,43.8975446,20162017
27,"Jackson Barliant","SO","F","Santa Fe, New Mexico","Sacred Heart","santa fe new mexico","Sacred Heart: 27 Jackson Barliant - Santa Fe, New Mexico (SO-F)",-105.937799,35.6869752,20162017
28,"Connor Doherty","SR","D","Holden, Massachusetts","Sacred Heart","holden massachusetts","Sacred Heart: 28 Connor Doherty - Holden, Massachusetts (SR-D)",-71.8634062,42.3517585,20162017
29,"Ruslan Rakhmatov","FR","D","Moscow, Russia","Sacred Heart","moscow russia","Sacred Heart: 29 Ruslan Rakhmatov - Moscow, Russia (FR-D)",37.6173,55.755826,20162017
30,"Sammy Bernard","JR","G","Lafayette, Colorado","Sacred Heart","lafayette colorado","Sacred Heart: 30 Sammy Bernard - Lafayette, Colorado (JR-G)",-105.0897058,39.9935959,20162017
31,"Nathan Perry","JR","G","Bath, Ontario","Sacred Heart","bath ontario","Sacred Heart: 31 Nathan Perry - Bath, Ontario (JR-G)",-76.7182925,44.2770379,20162017
33,"Brett Magnus","SO","G","Montreal, Quebec","Sacred Heart","montreal quebec","Sacred Heart: 33 Brett Magnus - Montreal, Quebec (SO-G)",-73.567256,45.5016889,20162017
1,"Jeff Smith","SO","G","Maple Ridge, British Columbia","St. Cloud State","maple ridge british columbia","St. Cloud State: 01 Jeff Smith - Maple Ridge, British Columbia (SO-G)",-122.598398,49.2193226,20162017
2,"Clark Kuster","SO","D","St. Louis, Missouri","St. Cloud State","st louis missouri","St. Cloud State: 02 Clark Kuster - St. Louis, Missouri (SO-D)",-90.1994042,38.6270025,20162017
3,"Jack Poehling","FR","F","Lakeville, Minnesota","St. Cloud State","lakeville minnesota","St. Cloud State: 03 Jack Poehling - Lakeville, Minnesota (FR-F)",-93.24272,44.6496868,20162017
4,"Ben Storm","SR","F","Laurium, Michigan","St. Cloud State","laurium michigan","St. Cloud State: 04 Ben Storm - Laurium, Michigan (SR-F)",-88.4431725,47.2374255,20162017
5,"Nathan Widman","JR","D","Naperville, Illinois","St. Cloud State","naperville illinois","St. Cloud State: 05 Nathan Widman - Naperville, Illinois (JR-D)",-88.1535352,41.7508391,20162017
7,"Niklas Nevalainen","SR","D","Pori, Finland","St. Cloud State","pori finland","St. Cloud State: 07 Niklas Nevalainen - Pori, Finland (SR-D)",21.7974178,61.4851393,20162017
8,"Nick Poehling","FR","F","Lakeville, Minnesota","St. Cloud State","lakeville minnesota","St. Cloud State: 08 Nick Poehling - Lakeville, Minnesota (FR-F)",-93.24272,44.6496868,20162017
9,"Ryan Papa","JR","F","Prospect Heights, Illinois","St. Cloud State","prospect heights illinois","St. Cloud State: 09 Ryan Papa - Prospect Heights, Illinois (JR-F)",-87.9375694,42.0953049,20162017
10,"Jon Lizotte","SO","D","Grand Forks, North Dakota","St. Cloud State","grand forks north dakota","St. Cloud State: 10 Jon Lizotte - Grand Forks, North Dakota (SO-D)",-97.0328547,47.9252568,20162017
11,"Ryan Poehling","FR","F","Lakeville, Minnesota","St. Cloud State","lakeville minnesota","St. Cloud State: 11 Ryan Poehling - Lakeville, Minnesota (FR-F)",-93.24272,44.6496868,20162017
12,"Jack Ahcan","FR","D","Savage, Minnesota","St. Cloud State","savage minnesota","St. Cloud State: 12 Jack Ahcan - Savage, Minnesota (FR-D)",-93.3591147,44.7647329,20162017
14,"Patrick Newell","SO","F","Thousand Oaks, California","St. Cloud State","thousand oaks california","St. Cloud State: 14 Patrick Newell - Thousand Oaks, California (SO-F)",-118.8375937,34.1705609,20162017
17,"Jacob Benson","SO","F","Grand Forks, North Dakota","St. Cloud State","grand forks north dakota","St. Cloud State: 17 Jacob Benson - Grand Forks, North Dakota (SO-F)",-97.0328547,47.9252568,20162017
18,"Judd Peterson","JR","F","Duluth, Minnesota","St. Cloud State","duluth minnesota","St. Cloud State: 18 Judd Peterson - Duluth, Minnesota (JR-F)",-92.1004852,46.7866719,20162017
19,"Mikey Eyssimont","SO","F","Littleton, Colorado","St. Cloud State","littleton colorado","St. Cloud State: 19 Mikey Eyssimont - Littleton, Colorado (SO-F)",-105.0166498,39.613321,20162017
20,"Will Borgen","SO","D","Moorhead, Minnesota","St. Cloud State","moorhead minnesota","St. Cloud State: 20 Will Borgen - Moorhead, Minnesota (SO-D)",-96.7678039,46.8737648,20162017
21,"Jake Wahlin","FR","F","St. Paul, Minnesota","St. Cloud State","st paul minnesota","St. Cloud State: 21 Jake Wahlin - St. Paul, Minnesota (FR-F)",-93.0899578,44.9537029,20162017
22,"Jimmy Schuldt","SO","D","Minnetonka, Minnesota","St. Cloud State","minnetonka minnesota","St. Cloud State: 22 Jimmy Schuldt - Minnetonka, Minnesota (SO-D)",-93.4687489,44.9211836,20162017
23,"Robby Jackson","SO","F","Alameda, California","St. Cloud State","alameda california","St. Cloud State: 23 Robby Jackson - Alameda, California (SO-F)",-122.2416355,37.7652065,20162017
27,"Dennis Cholowski","FR","D","Langley, British Columbia","St. Cloud State","langley british columbia","St. Cloud State: 27 Dennis Cholowski - Langley, British Columbia (FR-D)",-122.6603519,49.1041779,20162017
29,"Garrett Forster","FR","D","Delta, British Columbia","St. Cloud State","delta british columbia","St. Cloud State: 29 Garrett Forster - Delta, British Columbia (FR-D)",-123.0264759,49.0952155,20162017
30,"David Zevnik","SO","G","Lakeville, Minnesota","St. Cloud State","lakeville minnesota","St. Cloud State: 30 David Zevnik - Lakeville, Minnesota (SO-G)",-93.24272,44.6496868,20162017
33,"Zach Driscoll","FR","G","Apple Valley, Minnesota","St. Cloud State","apple valley minnesota","St. Cloud State: 33 Zach Driscoll - Apple Valley, Minnesota (FR-G)",-93.21772,44.7319094,20162017
42,"Blake Winiecki","JR","F","Lakeville, Minnesota","St. Cloud State","lakeville minnesota","St. Cloud State: 42 Blake Winiecki - Lakeville, Minnesota (JR-F)",-93.24272,44.6496868,20162017
55,"Mika Ilvonen","JR","D","Espoo, Finland","St. Cloud State","espoo finland","St. Cloud State: 55 Mika Ilvonen - Espoo, Finland (JR-D)",24.6559001,60.2054911,20162017
67,"Daniel Tedesco","SR","F","Vaughan, Ontario","St. Cloud State","vaughan ontario","St. Cloud State: 67 Daniel Tedesco - Vaughan, Ontario (SR-F)",-79.508276,43.8372079,20162017
2,"Eric Sweetman","SR","D","Woodbine, Maryland","St. Lawrence","woodbine maryland","St. Lawrence: 02 Eric Sweetman - Woodbine, Maryland (SR-D)",-77.0569038,39.3738173,20162017
3,"Ben Masella","SR","D","Montr<U+FFFD>al, Quebec","St. Lawrence","montreal quebec","St. Lawrence: 03 Ben Masella - Montr<U+FFFD>al, Quebec (SR-D)",-73.567256,45.5016889,20162017
4,"Mike Graham","SR","D","Toronto, Ontario","St. Lawrence","toronto ontario","St. Lawrence: 04 Mike Graham - Toronto, Ontario (SR-D)",-79.3831843,43.653226,20162017
7,"Gavin Bayreuther","SR","D","Canaan, New Hampshire","St. Lawrence","canaan new hampshire","St. Lawrence: 07 Gavin Bayreuther - Canaan, New Hampshire (SR-D)",-72.0518883,43.6809381,20162017
8,"Will Harrison","FR","F","Springfield, Virginia","St. Lawrence","springfield virginia","St. Lawrence: 08 Will Harrison - Springfield, Virginia (FR-F)",-77.1872036,38.7892801,20162017
9,"Ryan Garvey","FR","F","Oakville, Ontario","St. Lawrence","oakville ontario","St. Lawrence: 09 Ryan Garvey - Oakville, Ontario (FR-F)",-79.6876659,43.467517,20162017
10,"Ryan Lough","JR","F","Manotick, Ontario","St. Lawrence","manotick ontario","St. Lawrence: 10 Ryan Lough - Manotick, Ontario (JR-F)",-75.7229312,45.2274934,20162017
11,"Carson Gicewicz","FR","F","Buffalo, New York","St. Lawrence","buffalo new york","St. Lawrence: 11 Carson Gicewicz - Buffalo, New York (FR-F)",-78.8783689,42.8864468,20162017
12,"Sam Kauppila","FR","F","Gurnee, Illinois","St. Lawrence","gurnee illinois","St. Lawrence: 12 Sam Kauppila - Gurnee, Illinois (FR-F)",-87.9020186,42.3702996,20162017
13,"Woody Hudson","SR","F","Greece, New York","St. Lawrence","greece new york","St. Lawrence: 13 Woody Hudson - Greece, New York (SR-F)",-77.6930602,43.2097837,20162017
14,"Alexander Dahl","SR","F","Eau Claire, Wisconsin","St. Lawrence","eau claire wisconsin","St. Lawrence: 14 Alexander Dahl - Eau Claire, Wisconsin (SR-F)",-91.4984941,44.811349,20162017
15,"Matt Purmal","JR","D","Merrill, Wisconsin","St. Lawrence","merrill wisconsin","St. Lawrence: 15 Matt Purmal - Merrill, Wisconsin (JR-D)",-89.683459,45.1805223,20162017
16,"Michael Ederer","SO","F","Lancaster, New York","St. Lawrence","lancaster new york","St. Lawrence: 16 Michael Ederer - Lancaster, New York (SO-F)",-78.6703062,42.9006144,20162017
17,"Drew Smolcynski","SR","F","Hatfield, Pennsylvania","St. Lawrence","hatfield pennsylvania","St. Lawrence: 17 Drew Smolcynski - Hatfield, Pennsylvania (SR-F)",-75.2993417,40.2798274,20162017
18,"Jacob Pritchard","SO","F","Macomb, Michigan","St. Lawrence","macomb michigan","St. Lawrence: 18 Jacob Pritchard - Macomb, Michigan (SO-F)",-82.9286428,42.6651965,20162017
19,"Mitch Eden","JR","D","Bracebridge, Ontario","St. Lawrence","bracebridge ontario","St. Lawrence: 19 Mitch Eden - Bracebridge, Ontario (JR-D)",-79.3078787,45.0389565,20162017
20,"Joe Sullivan","JR","F","Las Vegas, Nevada","St. Lawrence","las vegas nevada","St. Lawrence: 20 Joe Sullivan - Las Vegas, Nevada (JR-F)",-115.1398296,36.1699412,20162017
21,"Nolan Gluchowski","JR","D","Wixom, Michigan","St. Lawrence","wixom michigan","St. Lawrence: 21 Nolan Gluchowski - Wixom, Michigan (JR-D)",-83.5363268,42.5247555,20162017
22,"Ben Finkelstein","FR","D","South Burlington, Vermont","St. Lawrence","south burlington vermont","St. Lawrence: 22 Ben Finkelstein - South Burlington, Vermont (FR-D)",-73.1709604,44.4669941,20162017
23,"Patrick Steinhauser","JR","F","Plymouth, Minnesota","St. Lawrence","plymouth minnesota","St. Lawrence: 23 Patrick Steinhauser - Plymouth, Minnesota (JR-F)",-93.4555093,45.0105194,20162017
24,"Taggart Corriveau","FR","F","New Britain, Connecticut","St. Lawrence","new britain connecticut","St. Lawrence: 24 Taggart Corriveau - New Britain, Connecticut (FR-F)",-72.7795419,41.6612104,20162017
25,"Michael Laidley","SO","F","Little Current, Ontario","St. Lawrence","little current ontario","St. Lawrence: 25 Michael Laidley - Little Current, Ontario (SO-F)",-81.9277929,45.9804652,20162017
26,"Mike Marnell","JR","F","South Huntington, New York","St. Lawrence","south huntington new york","St. Lawrence: 26 Mike Marnell - South Huntington, New York (JR-F)",-73.3987314,40.8237097,20162017
27,"Kyle Hayton","JR","G","Denver, Colorado","St. Lawrence","denver colorado","St. Lawrence: 27 Kyle Hayton - Denver, Colorado (JR-G)",-104.990251,39.7392358,20162017
28,"R.J. Gicewicz","SO","D","Orchard Park, New York","St. Lawrence","orchard park new york","St. Lawrence: 28 R.J. Gicewicz - Orchard Park, New York (SO-D)",-78.7439189,42.7675593,20162017
29,"Alex Gilmour","FR","F","Uxbridge, Ontario","St. Lawrence","uxbridge ontario","St. Lawrence: 29 Alex Gilmour - Uxbridge, Ontario (FR-F)",-79.1204998,44.1094028,20162017
30,"Daniel Mannella","FR","G","Woodbridge, Ontario","St. Lawrence","woodbridge ontario","St. Lawrence: 30 Daniel Mannella - Woodbridge, Ontario (FR-G)",-79.609243,43.7761753,20162017
31,"Arthur Brey","SO","G","Yorba Linda, California","St. Lawrence","yorba linda california","St. Lawrence: 31 Arthur Brey - Yorba Linda, California (SO-G)",-117.8131125,33.8886259,20162017
1,"Alex Sakellaropoulos","SR","G","Tinley Park, Illinois","Union","tinley park illinois","Union: 01 Alex Sakellaropoulos - Tinley Park, Illinois (SR-G)",-87.7932939,41.5731442,20162017
2,"Jeff Taylor","SR","D","Clifton Park, New York","Union","clifton park new york","Union: 02 Jeff Taylor - Clifton Park, New York (SR-D)",-73.8183804,42.844668,20162017
3,"Vas Kolias","FR","D","Schaumburg, Illinois","Union","schaumburg illinois","Union: 03 Vas Kolias - Schaumburg, Illinois (FR-D)",-88.0834059,42.0333607,20162017
4,"Nick DeSimone","JR","D","East Amherst, New York","Union","east amherst new york","Union: 04 Nick DeSimone - East Amherst, New York (JR-D)",-78.6969831,43.0183126,20162017
5,"Matt Krug","SR","D","South Buffalo, New York","Union","south buffalo new york","Union: 05 Matt Krug - South Buffalo, New York (SR-D)",-78.8783689,42.8864468,20162017
6,"Ben Newhouse","FR","D","Edina, Minnesota","Union","edina minnesota","Union: 06 Ben Newhouse - Edina, Minnesota (FR-D)",-93.3499489,44.8896866,20162017
7,"Michael Pontarelli","SR","F","Laval, Qu<U+FFFD>bec","Union","laval quebec","Union: 07 Michael Pontarelli - Laval, Qu<U+FFFD>bec (SR-F)",-73.712409,45.6066487,20162017
8,"Anthony Rinaldi","FR","F","Montreal, Quebec","Union","montreal quebec","Union: 08 Anthony Rinaldi - Montreal, Quebec (FR-F)",-73.567256,45.5016889,20162017
9,"Ryan Scarfo","JR","F","North Chelmsford, Massachusetts","Union","north chelmsford massachusetts","Union: 09 Ryan Scarfo - North Chelmsford, Massachusetts (JR-F)",-71.383617,42.6396055,20162017
10,"Ryan Burton","FR","F","Thunder Bay, Ontario","Union","thunder bay ontario","Union: 10 Ryan Burton - Thunder Bay, Ontario (FR-F)",-89.2476823,48.3808951,20162017
11,"Mark Dufour","SO","F","Winthrop, Maine","Union","winthrop maine","Union: 11 Mark Dufour - Winthrop, Maine (SO-F)",-69.9769721,44.3050332,20162017
12,"Eli Lichtenwald","SR","F","Saskatoon, Saskatchewan","Union","saskatoon saskatchewan","Union: 12 Eli Lichtenwald - Saskatoon, Saskatchewan (SR-F)",-106.6700458,52.1332144,20162017
13,"Zachary Emelifeonwu","FR","F","Kingston, Ontario","Union","kingston ontario","Union: 13 Zachary Emelifeonwu - Kingston, Ontario (FR-F)",-76.4859544,44.2311717,20162017
14,"J.C. Brassard","JR","D","Scituate, Massachusetts","Union","scituate massachusetts","Union: 14 J.C. Brassard - Scituate, Massachusetts (JR-D)",-70.7258633,42.195929,20162017
15,"Spencer Foo","JR","F","Edmonton, Alberta","Union","edmonton alberta","Union: 15 Spencer Foo - Edmonton, Alberta (JR-F)",-113.4909267,53.544389,20162017
16,"Luc Brown","FR","F","Napanee, Ontario","Union","napanee ontario","Union: 16 Luc Brown - Napanee, Ontario (FR-F)",-76.964306,44.2148382,20162017
17,"Cole Maier","SO","F","Pequannock, New Jersey","Union","pequannock new jersey","Union: 17 Cole Maier - Pequannock, New Jersey (SO-F)",-74.2973239,40.960201,20162017
18,"Brett Supinksi","SO","F","Collegeville, Pennsylvania","Union","collegeville pennsylvania","Union: 18 Brett Supinksi - Collegeville, Pennsylvania (SO-F)",-75.451571,40.1856597,20162017
19,"Brendan Taylor","SO","F","Nanaimo, British Columbia","Union","nanaimo british columbia","Union: 19 Brendan Taylor - Nanaimo, British Columbia (SO-F)",-123.9400647,49.1658836,20162017
20,"Greg Campbell","SO","D","Oakville, Ontario","Union","oakville ontario","Union: 20 Greg Campbell - Oakville, Ontario (SO-D)",-79.6876659,43.467517,20162017
21,"Mike Vecchione","SR","F","Saugus, Massachusetts","Union","saugus massachusetts","Union: 21 Mike Vecchione - Saugus, Massachusetts (SR-F)",-71.0110473,42.4651421,20162017
22,"Connor Light","JR","D","Sudbury, Massachusetts","Union","sudbury massachusetts","Union: 22 Connor Light - Sudbury, Massachusetts (JR-D)",-71.4161725,42.3834278,20162017
23,"Tyler Hynes","JR","F","Guiderland, New York","Union","guiderland new york","Union: 23 Tyler Hynes - Guiderland, New York (JR-F)",-73.9116433,42.7043568,20162017
25,"Ryan Walker","SO","F","Spotswood, New Jersey","Union","spotswood new jersey","Union: 25 Ryan Walker - Spotswood, New Jersey (SO-F)",-74.3984834,40.391774,20162017
27,"Sebastian Vidmar","SO","F","Malmo, Sweden","Union","malmo sweden","Union: 27 Sebastian Vidmar - Malmo, Sweden (SO-F)",13.003822,55.604981,20162017
31,"Jake Kupsky","SO","G","Waukesha, Wisconsin","Union","waukesha wisconsin","Union: 31 Jake Kupsky - Waukesha, Wisconsin (SO-G)",-88.2314813,43.0116784,20162017
33,"Joe Young","SO","G","Hanson, Massachusetts","Union","hanson massachusetts","Union: 33 Joe Young - Hanson, Massachusetts (SO-G)",-70.8800187,42.0751892,20162017
1,"Mike Santaguida","SR","G","Mississauga, Ontario","Vermont","mississauga ontario","Vermont: 01 Mike Santaguida - Mississauga, Ontario (SR-G)",-79.6441198,43.5890452,20162017
3,"Mike Lee","SO","D","Hamden, Connecticut","Vermont","hamden connecticut","Vermont: 03 Mike Lee - Hamden, Connecticut (SO-D)",-72.9026064,41.3838782,20162017
5,"Rob Hamilton","SR","D","Calgary, Alberta","Vermont","calgary alberta","Vermont: 05 Rob Hamilton - Calgary, Alberta (SR-D)",-114.0708459,51.0486151,20162017
